source,target
658988599,658988624
658988599,2475749024
2475749024,658988599
2475749024,2475749025
2475749025,2475749024
2475749025,3643216879
3643216879,2475749025
3643216879,3643216877
3643216877,3643216879
3643216877,3641043080
3641043080,3643216877
3641043080,566542334
566542334,3641043080
566542334,566542337
566542337,566542334
566546053,6372331357
6372331357,566546053
6372331357,566546054
566546054,6372331357
566546054,566902295
566902295,566546054
566902295,3011892140
3011892140,566902295
3011892140,8527010462
8527010462,3011892140
8527010462,566902294
566902294,8527010462
566902294,566902293
566902293,566902294
566902293,1295903336
1295903336,566902293
1295903336,5555073769
5555073769,1295903336
5555073769,566902292
566902292,5555073769
566902292,566546056
566546056,566902292
6369381745,6372056964
6372056964,6369381745
6372056964,280120816
280120816,6372056964
6511975665,566547566
566547566,6511975665
566547566,1376369224
1376369224,566547566
1376369224,1376369215
1376369215,1376369224
1376369215,1177395855
1177395855,1376369215
1177395855,566902298
566902298,1177395855
566902298,6369513613
6369513613,566902298
6369513613,566547636
566547636,6369513613
566547636,6369752215
6369752215,566547636
6369752215,566547567
566547567,6369752215
566547636,566547638
566547638,566547636
566547827,6371612795
6371612795,566547827
6371612795,6371612799
6371612799,6371612795
6371612799,6371612797
6371612797,6371612799
6371612797,6371612798
6371612798,6371612797
6371612798,6371612796
6371612796,6371612798
6371612796,6369752216
6369752216,6371612796
6369752216,6369513615
6369513615,6369752216
6369513615,566902297
566902297,6369513615
566902297,566547825
566547825,566902297
480711143,6353429147
6353429147,480711143
6353429147,5771203409
5771203409,6353429147
5771203409,540685837
540685837,5771203409
540685837,1387324327
1387324327,540685837
1387324327,56235056
56235056,1387324327
56235056,6353429146
6353429146,56235056
6353429146,1395093412
1395093412,6353429146
1395093412,56234273
56234273,1395093412
56234273,30986881
30986881,56234273
30986881,1387324350
1387324350,30986881
1387324350,56234402
56234402,1387324350
56234402,1387324479
1387324479,56234402
1387324479,56234572
56234572,1387324479
56234572,1395093409
1395093409,56234572
1395093409,56233483
56233483,1395093409
2402563437,282040876
282040876,2402563437
282040876,282040875
282040875,282040876
282040875,504962256
504962256,282040875
504962256,1295903339
1295903339,504962256
566601533,3011892149
3011892149,566601533
3011892149,566601518
566601518,3011892149
504962271,1295903354
1295903354,504962271
571733406,571733405
571733405,571733406
612932075,1395093441
1395093441,612932075
612932078,612932080
612932080,612932078
612932082,612932083
612932083,612932082
612932083,612932084
612932084,612932083
6287504440,6353429145
6353429145,6287504440
6353429145,6580915442
6580915442,6353429145
6580915442,6353429144
6353429144,6580915442
6353429144,6580915443
6580915443,6353429144
6580915443,6353429143
6353429143,6580915443
6353429143,6580915444
6580915444,6353429143
6580915444,6353429142
6353429142,6580915444
6353429142,30986889
30986889,6353429142
30986889,1395093439
1395093439,30986889
1395093439,6580915445
6580915445,1395093439
6580915445,6580915446
6580915446,6580915445
6580915446,30986890
30986890,6580915446
30986890,6580915447
6580915447,30986890
6580915447,6580915448
6580915448,6580915447
6580915448,6580915449
6580915449,6580915448
6580915449,6587807656
6587807656,6580915449
641079418,30498528
30498528,641079418
30498528,1392091513
1392091513,30498528
1392091513,2540738474
2540738474,1392091513
658988625,268639709
268639709,658988625
268639709,268639710
268639710,268639709
268639710,268639715
268639715,268639710
268639715,268639716
268639716,268639715
268639716,268639717
268639717,268639716
268639717,268639718
268639718,268639717
268639718,268639719
268639719,268639718
268639719,268639720
268639720,268639719
268639720,268639721
268639721,268639720
268642287,6367876750
6367876750,268642287
6367876750,1394961593
1394961593,6367876750
1394961593,268642291
268642291,1394961593
268642291,3808612133
3808612133,268642291
3808612133,8577539454
8577539454,3808612133
8577539454,6274662661
6274662661,8577539454
6274662661,6274662662
6274662662,6274662661
6274662662,268642314
268642314,6274662662
282039917,282039918
282039918,282039917
282039918,6363819234
6363819234,282039918
6363819234,282039919
282039919,6363819234
282039919,6363819233
6363819233,282039919
6363819233,282039920
282039920,6363819233
282039920,2475748994
2475748994,282039920
2475748994,2473361514
2473361514,2475748994
2473361514,282039608
282039608,2473361514
282039608,290884378
290884378,282039608
290884378,282039609
282039609,290884378
282039609,2473361508
2473361508,282039609
2473361508,1395329914
1395329914,2473361508
1395329914,290884738
290884738,1395329914
290884738,6363819232
6363819232,290884738
6363819232,282039610
282039610,6363819232
282039610,282039611
282039611,282039610
282039611,6363819231
6363819231,282039611
6363819231,6353429184
6353429184,6363819231
6353429184,6353429183
6353429183,6353429184
6353429183,56235054
56235054,6353429183
56235054,6353429182
6353429182,56235054
6353429182,6353496668
6353496668,6353429182
6353496668,7730384977
7730384977,6353496668
7730384977,6353429181
6353429181,7730384977
6353429181,6353429180
6353429180,6353429181
6353429180,282039914
282039914,6353429180
282039914,5496786738
5496786738,282039914
5496786738,282039612
282039612,5496786738
282039612,282039901
282039901,282039612
282039901,282039922
282039922,282039901
282039922,290885186
290885186,282039922
290885186,6825807241
6825807241,290885186
6825807241,282039923
282039923,6825807241
260574497,260574593
260574593,260574497
260574593,260574597
260574597,260574593
260574597,2472053723
2472053723,260574597
2472053723,260574598
260574598,2472053723
260574598,1395363648
1395363648,260574598
1395363648,9473075377
9473075377,1395363648
9473075377,260574599
260574599,9473075377
260574599,1271121177
1271121177,260574599
1271121177,2472053713
2472053713,1271121177
2472053713,927261915
927261915,2472053713
927261915,6396273177
6396273177,927261915
6396273177,260574601
260574601,6396273177
260574601,6364088975
6364088975,260574601
6364088975,260574602
260574602,6364088975
260574602,2475748985
2475748985,260574602
2475748985,2475748982
2475748982,2475748985
2475748982,260574603
260574603,2475748982
260574603,260574792
260574792,260574603
260574792,260574632
260574632,260574792
260574632,260574633
260574633,260574632
260574633,260574634
260574634,260574633
260574634,7018577058
7018577058,260574634
7018577058,6364090388
6364090388,7018577058
6364090388,968553550
968553550,6364090388
968553550,1414541842
1414541842,968553550
929991204,4012174908
4012174908,929991204
4012174908,929991205
929991205,4012174908
929991205,929991206
929991206,929991205
929991206,6372331356
6372331356,929991206
6372331356,929991207
929991207,6372331356
929991207,6372331295
6372331295,929991207
6372331295,6372331294
6372331294,6372331295
6372331294,6372331355
6372331355,6372331294
6372331355,929991218
929991218,6372331355
929991218,929991208
929991208,929991218
929991208,929991209
929991209,929991208
929991209,6372331354
6372331354,929991209
6372331354,929991210
929991210,6372331354
929991210,6372331293
6372331293,929991210
6372331293,6372331353
6372331353,6372331293
6372331353,929991211
929991211,6372331353
1271121170,929991212
929991212,1271121170
929991212,929991213
929991213,929991212
929991213,6372331352
6372331352,929991213
6372331352,929991214
929991214,6372331352
929991214,929991215
929991215,929991214
929991215,6372331299
6372331299,929991215
6372331299,6372331298
6372331298,6372331299
6372331298,929991216
929991216,6372331298
929991216,6372331297
6372331297,929991216
6372331297,6372331296
6372331296,6372331297
6372331296,929991217
929991217,6372331296
929991217,4516748781
4516748781,929991217
4516748781,929991218
929991218,4516748781
929991217,929991219
929991219,929991217
929991219,929991220
929991220,929991219
293108084,940176902
940176902,293108084
6364998709,6513237922
6513237922,6364998709
6513237922,6367713084
6367713084,6513237922
6367713084,6370035808
6370035808,6367713084
6370035808,6370035810
6370035810,6370035808
6370035810,6364998710
6364998710,6370035810
6364998710,6370035809
6370035809,6364998710
6370035809,1395081588
1395081588,6370035809
1026792563,1026792610
1026792610,1026792563
1026792610,6370029717
6370029717,1026792610
6370029717,6370029716
6370029716,6370029717
6370029716,6370029713
6370029713,6370029716
6370029713,6370029714
6370029714,6370029713
6370029714,6370029715
6370029715,6370029714
6370029715,1026792416
1026792416,6370029715
1026792416,1026792473
1026792473,1026792416
6353497533,9188490307
9188490307,6353497533
9188490307,9188490308
9188490308,9188490307
9188490308,6353497534
6353497534,9188490308
6353497534,7843839202
7843839202,6353497534
7843839202,6353497535
6353497535,7843839202
6353497535,1026792483
1026792483,6353497535
1026792483,6353497532
6353497532,1026792483
6353497532,6353497536
6353497536,6353497532
6353497536,1026792559
1026792559,6353497536
6367627907,2475749041
2475749041,6367627907
2475749041,6370029720
6370029720,2475749041
6370029720,1026792559
1026792559,6370029720
1026792559,2491489625
2491489625,1026792559
2491489625,6370521497
6370521497,2491489625
6370521497,1026792544
1026792544,6370521497
56232723,2468689489
2468689489,56232723
2468689489,2468884242
2468884242,2468689489
2468884242,6287480274
6287480274,2468884242
6287480274,2468884241
2468884241,6287480274
2468884241,2468884237
2468884237,2468884241
6370390614,30215032
30215032,6370390614
1164614479,5570478186
5570478186,1164614479
5570478186,1164614478
1164614478,5570478186
2468655956,2468655955
2468655955,2468655956
2468655955,1213110810
1213110810,2468655955
1213110810,5378551724
5378551724,1213110810
5378551724,6367840701
6367840701,5378551724
6367840701,5378551747
5378551747,6367840701
5378551747,8503203383
8503203383,5378551747
8503203383,1213110801
1213110801,8503203383
1213117012,1213117019
1213117019,1213117012
1213117019,6369885096
6369885096,1213117019
6369885096,6369885092
6369885092,6369885096
6369885092,6369885093
6369885093,6369885092
6369885093,6369885094
6369885094,6369885093
6369885094,6369885095
6369885095,6369885094
6369885095,6369885097
6369885097,6369885095
6369885097,6369885098
6369885098,6369885097
6369885098,6369885099
6369885099,6369885098
6369885099,1213117048
1213117048,6369885099
1213117048,6369885103
6369885103,1213117048
6369885103,6369885104
6369885104,6369885103
6369885104,6369885105
6369885105,6369885104
6369885105,1213117013
1213117013,6369885105
1213117013,6369885102
6369885102,1213117013
6369885102,6369885101
6369885101,6369885102
6369885101,6369885100
6369885100,6369885101
6369885100,1213117030
1213117030,6369885100
1213117030,1213117022
1213117022,1213117030
1213117022,1213117014
1213117014,1213117022
1213117014,6369885107
6369885107,1213117014
6369885107,6370142761
6370142761,6369885107
6370142761,6369885106
6369885106,6370142761
6369885106,6369885108
6369885108,6369885106
6369885108,6369885109
6369885109,6369885108
6369885109,1213117027
1213117027,6369885109
1213117027,1213117017
1213117017,1213117027
30030172,1213118055
1213118055,30030172
1213118055,6361965201
6361965201,1213118055
6361965201,6361965200
6361965200,6361965201
6361965200,1213118046
1213118046,6361965200
1213118046,3205001609
3205001609,1213118046
3205001609,2684266651
2684266651,3205001609
2684266651,1213118054
1213118054,2684266651
1213118054,4879030398
4879030398,1213118054
4879030398,1213118058
1213118058,4879030398
1213118058,6361965199
6361965199,1213118058
6361965199,2684266650
2684266650,6361965199
2684266650,1213118048
1213118048,2684266650
1213118048,6370272013
6370272013,1213118048
6370272013,6370272014
6370272014,6370272013
6370272014,6370272015
6370272015,6370272014
6370272015,1213118057
1213118057,6370272015
1213118057,6370272016
6370272016,1213118057
6370272016,6370272017
6370272017,6370272016
6370272017,1213118056
1213118056,6370272017
1213118056,6370272018
6370272018,1213118056
6370272018,6370272019
6370272019,6370272018
6370272019,6370272020
6370272020,6370272019
6370272020,8523444434
8523444434,6370272020
8523444434,1213118059
1213118059,8523444434
1213118059,30030180
30030180,1213118059
3423592905,6567646078
6567646078,3423592905
6567646078,6567646077
6567646077,6567646078
6567646077,6567646076
6567646076,6567646077
6567646076,6567646079
6567646079,6567646076
6567646079,6567646075
6567646075,6567646079
6567646075,6567646074
6567646074,6567646075
6567646074,1223521499
1223521499,6567646074
1223521499,6567646080
6567646080,1223521499
6567646080,1223521482
1223521482,6567646080
1223521482,3423592906
3423592906,1223521482
3423592906,1223521480
1223521480,3423592906
1223521480,1223521477
1223521477,1223521480
1223521477,1223521450
1223521450,1223521477
1223521450,1223521438
1223521438,1223521450
1223521438,6567646081
6567646081,1223521438
6567646081,1223521425
1223521425,6567646081
1223521425,1223521420
1223521420,1223521425
1223521420,1223521394
1223521394,1223521420
1223521394,1223521414
1223521414,1223521394
1240015202,1240015175
1240015175,1240015202
1240015175,2491489622
2491489622,1240015175
2491489622,1284303806
1284303806,2491489622
927261918,6366401666
6366401666,927261918
6366401666,927261901
927261901,6366401666
927261901,927261886
927261886,927261901
927261886,927261874
927261874,927261886
927261931,927261899
927261899,927261931
927261899,2472053692
2472053692,927261899
2472053692,2472053693
2472053693,2472053692
927261899,927261918
927261918,927261899
1284303789,1284303765
1284303765,1284303789
504962271,6552855233
6552855233,504962271
6552855233,1284303789
1284303789,6552855233
1284303789,1284303717
1284303717,1284303789
1284303717,282040560
282040560,1284303717
2491489622,2491489623
2491489623,2491489622
2491489623,1284303798
1284303798,2491489623
1284303798,8789487908
8789487908,1284303798
8789487908,1284303728
1284303728,8789487908
1284303728,6287443407
6287443407,1284303728
6287443407,1284303747
1284303747,6287443407
1284303747,1284303737
1284303737,1284303747
1284303737,1284303714
1284303714,1284303737
1284303714,1284303801
1284303801,1284303714
1284303726,1284303751
1284303751,1284303726
1284303751,1284303719
1284303719,1284303751
1284303719,6372350775
6372350775,1284303719
6372350775,5535975913
5535975913,6372350775
1284303806,1284303736
1284303736,1284303806
1284303736,1284303719
1284303719,1284303736
1284303755,6370531302
6370531302,1284303755
6370531302,1284303810
1284303810,6370531302
1284303810,6370531303
6370531303,1284303810
6370531303,6370531301
6370531301,6370531303
6370531301,6370531300
6370531300,6370531301
6370531300,6370531304
6370531304,6370531300
6370531304,6370531299
6370531299,6370531304
6370531299,6370531298
6370531298,6370531299
6370531298,1284303807
1284303807,6370531298
1284303807,1284303772
1284303772,1284303807
6552855233,1284303770
1284303770,6552855233
1284303736,1284303732
1284303732,1284303736
565305031,5555074093
5555074093,565305031
5555074093,565304960
565304960,5555074093
565304960,2468866228
2468866228,565304960
2468866228,2468866227
2468866227,2468866228
2468866227,566547566
566547566,2468866227
566547566,566547825
566547825,566547566
566547825,2938717142
2938717142,566547825
2938717142,566547957
566547957,2938717142
566547957,5555073734
5555073734,566547957
5555073734,280120799
280120799,5555073734
280120799,296110936
296110936,280120799
296110936,56237656
56237656,296110936
56237656,566546056
566546056,56237656
566546056,6580818937
6580818937,566546056
6580818937,6580818938
6580818938,6580818937
6580818938,6580818939
6580818939,6580818938
6580818939,282041293
282041293,6580818939
282041293,6580818940
6580818940,282041293
6580818940,6580818941
6580818941,6580818940
6580818941,6580818942
6580818942,6580818941
6580818942,56237655
56237655,6580818942
56237655,3590911091
3590911091,56237655
3590911091,6580818943
6580818943,3590911091
6580818943,282040608
282040608,6580818943
282040608,6580818944
6580818944,282040608
6580818944,5555073735
5555073735,6580818944
5555073735,6580818945
6580818945,5555073735
6580818945,282040656
282040656,6580818945
1284303717,1284303811
1284303811,1284303717
1284303811,282040655
282040655,1284303811
282040654,282040655
282040655,282040654
282040655,1284303765
1284303765,282040655
1284303765,504962211
504962211,1284303765
504962211,1295903328
1295903328,504962211
1295903355,1295903335
1295903335,1295903355
1295903335,7730910524
7730910524,1295903335
7730910524,1295903339
1295903339,7730910524
1295903339,6372350776
6372350776,1295903339
6372350776,1295903341
1295903341,6372350776
282041293,6580761693
6580761693,282041293
6580761693,6580761694
6580761694,6580761693
6580761694,6580761695
6580761695,6580761694
6580761695,5555073725
5555073725,6580761695
5555073725,6580761696
6580761696,5555073725
6580761696,565304795
565304795,6580761696
565304795,6580761697
6580761697,565304795
6580761697,6580761698
6580761698,6580761697
6580761698,6580761692
6580761692,6580761698
6580761692,6580761699
6580761699,6580761692
6580761699,1295903337
1295903337,6580761699
1295903337,6580761691
6580761691,1295903337
6580761691,1295903357
1295903357,6580761691
1295903354,6580961446
6580961446,1295903354
6580961446,6580961445
6580961445,6580961446
6580961445,3514011813
3514011813,6580961445
6369752211,6369752210
6369752210,6369752211
6369752210,6369752228
6369752228,6369752210
6369752228,6369752229
6369752229,6369752228
6369752229,6369752208
6369752208,6369752229
6369752208,6369752212
6369752212,6369752208
6369752212,280120817
280120817,6369752212
280120817,566547567
566547567,280120817
566547567,566547827
566547827,566547567
566547827,566902290
566902290,566547827
566902290,504962196
504962196,566902290
1352875164,6512897321
6512897321,1352875164
6512897321,1352875186
1352875186,6512897321
30030317,6372469809
6372469809,30030317
6372469809,1352875179
1352875179,6372469809
1352875179,6372469808
6372469808,1352875179
6372469808,6372469807
6372469807,6372469808
6372469807,1352875164
1352875164,6372469807
1352875164,1352875184
1352875184,1352875164
1352875184,6372469806
6372469806,1352875184
6372469806,1352875182
1352875182,6372469806
1352875182,6372469805
6372469805,1352875182
6372469805,6372469804
6372469804,6372469805
6372469804,6512897322
6512897322,6372469804
6512897322,1352875186
1352875186,6512897322
1352875186,1352875188
1352875188,1352875186
1352875188,6512897327
6512897327,1352875188
6512897327,8527140574
8527140574,6512897327
8527140574,6512897326
6512897326,8527140574
6512897326,6512897325
6512897325,6512897326
6512897325,6512897324
6512897324,6512897325
6512897324,6512897323
6512897323,6512897324
1398645760,6353497516
6353497516,1398645760
6353497516,6353497515
6353497515,6353497516
6353497515,1387324479
1387324479,6353497515
1398645758,6353497511
6353497511,1398645758
2491489619,1387324183
1387324183,2491489619
1387324183,1387324294
1387324294,1387324183
1387324294,1387324285
1387324285,1387324294
1387324285,1387324337
1387324337,1387324285
1387324337,1387324288
1387324288,1387324337
1387324288,1387324467
1387324467,1387324288
1387324467,6353429786
6353429786,1387324467
6353429786,1387324172
1387324172,6353429786
2491489620,1387324299
1387324299,2491489620
1387324299,6353497504
6353497504,1387324299
6353497504,6353497503
6353497503,6353497504
6353497503,1387324164
1387324164,6353497503
1387324164,6353497502
6353497502,1387324164
6353497502,6353497501
6353497501,6353497502
6353497501,6353497500
6353497500,6353497501
6353497500,5771203409
5771203409,6353497500
5771203409,6353497499
6353497499,5771203409
6353497499,6353497498
6353497498,6353497499
6353497498,1387324175
1387324175,6353497498
1387324175,2475749001
2475749001,1387324175
2475749001,6353496678
6353496678,2475749001
6353496678,6353497497
6353497497,6353496678
6353497497,6353497496
6353497496,6353497497
6353497496,2475749015
2475749015,6353497496
2475749015,2475749022
2475749022,2475749015
1387324327,1387324213
1387324213,1387324327
1390302823,1390302820
1390302820,1390302823
1390302820,1390302821
1390302821,1390302820
1390302821,1390302818
1390302818,1390302821
1390302818,6363811564
6363811564,1390302818
6363811564,1390302840
1390302840,6363811564
1390302840,1390302838
1390302838,1390302840
1390302838,1390302839
1390302839,1390302838
1390302839,6363811563
6363811563,1390302839
6363811563,1390302835
1390302835,6363811563
1390302835,1390302827
1390302827,1390302835
1390302827,1390302829
1390302829,1390302827
1390302829,1390302830
1390302830,1390302829
1390302830,1390302817
1390302817,1390302830
2475748994,1390302836
1390302836,2475748994
1390302836,2475748996
2475748996,1390302836
2475748996,6363811565
6363811565,2475748996
6363811565,6363811566
6363811566,6363811565
6363811566,1390302826
1390302826,6363811566
1390302826,1390302821
1390302821,1390302826
290885187,2475749022
2475749022,290885187
2475749022,290885241
290885241,2475749022
290885241,6353497490
6353497490,290885241
6353497490,6353497491
6353497491,6353497490
6353497491,6353497492
6353497492,6353497491
6353497492,6353497493
6353497493,6353497492
6353497493,6353497494
6353497494,6353497493
6353497494,6353497495
6353497495,6353497494
6353497495,290885165
290885165,6353497495
290885165,6353497486
6353497486,290885165
6353497486,480762553
480762553,6353497486
480762553,6353497485
6353497485,480762553
6353497485,6353496684
6353496684,6353497485
6353496684,540685837
540685837,6353496684
540685837,6353496683
6353496683,540685837
6353496683,290885166
290885166,6353496683
290885166,6353496682
6353496682,290885166
6353496682,6353496681
6353496681,6353496682
6353496681,6353496680
6353496680,6353496681
6353496680,6353496679
6353496679,6353496680
6353496679,290885167
290885167,6353496679
2475749041,6367724842
6367724842,2475749041
6367724842,6367724843
6367724843,6367724842
6367724843,6353496676
6353496676,6367724843
6353496676,2475749039
2475749039,6353496676
2475749039,6353496675
6353496675,2475749039
6353496675,1390750392
1390750392,6353496675
1390750392,1390750405
1390750405,1390750392
268642291,1394961570
1394961570,268642291
1394961570,5496614455
5496614455,1394961570
5496614455,1394961602
1394961602,5496614455
1394961602,8577539459
8577539459,1394961602
8577539459,1394961688
1394961688,8577539459
1394961688,1394961596
1394961596,1394961688
1394961596,1394961574
1394961574,1394961596
1394961574,1394961720
1394961720,1394961574
1394961720,1394961507
1394961507,1394961720
1394961507,1394961568
1394961568,1394961507
1394961568,1394961628
1394961628,1394961568
1394961628,1394961627
1394961627,1394961628
1394961627,1394961661
1394961661,1394961627
1394961661,1394961600
1394961600,1394961661
1394961600,6370753402
6370753402,1394961600
6370753402,6370753403
6370753403,6370753402
6370753403,6370753404
6370753404,6370753403
6370753404,1394961593
1394961593,6370753404
1395073787,8584808013
8584808013,1395073787
8584808013,8584808014
8584808014,8584808013
8584808014,8584835124
8584835124,8584808014
8584835124,8584835125
8584835125,8584835124
8584835125,8584835126
8584835126,8584835125
8584835126,1395073776
1395073776,8584835126
1395073776,2475749013
2475749013,1395073776
2475749013,1395073760
1395073760,2475749013
1395073760,1395073756
1395073756,1395073760
1395073756,1395073761
1395073761,1395073756
1395073761,1395073766
1395073766,1395073761
1395073766,1395073763
1395073763,1395073766
1395073763,1395073759
1395073759,1395073763
1395073759,1395073774
1395073774,1395073759
1395073774,1395073758
1395073758,1395073774
1395073758,1395073785
1395073785,1395073758
1395073785,2475749037
2475749037,1395073785
2491489625,1395073762
1395073762,2491489625
1395073762,6353497537
6353497537,1395073762
6353497537,6353497538
6353497538,6353497537
6353497538,2475749034
2475749034,6353497538
2475749034,1395073795
1395073795,2475749034
1395073795,1395073781
1395073781,1395073795
1395073781,1395073782
1395073782,1395073781
1395073782,1395073780
1395073780,1395073782
1395073757,1395073787
1395073787,1395073757
1395073787,1395073755
1395073755,1395073787
1395073755,2475749017
2475749017,1395073755
2475749017,1395073783
1395073783,2475749017
1395073783,6353496674
6353496674,1395073783
6353496674,6353496673
6353496673,6353496674
6353496673,1395073786
1395073786,6353496673
1395073786,1395073791
1395073791,1395073786
1395073791,1395073793
1395073793,1395073791
1395073793,1395073764
1395073764,1395073793
1395073764,1395073789
1395073789,1395073764
1395073789,1395073784
1395073784,1395073789
1395073784,1026792544
1026792544,1395073784
1395073777,6353497541
6353497541,1395073777
6353497541,1395073787
1395073787,6353497541
1395081584,1395081587
1395081587,1395081584
1395081587,6364998714
6364998714,1395081587
6364998714,6370270055
6370270055,6364998714
6370270055,6370270056
6370270056,6370270055
6370270056,1395081585
1395081585,6370270056
1395081585,1395081594
1395081594,1395081585
1395081594,6370270057
6370270057,1395081594
1395081593,7843839199
7843839199,1395081593
7843839199,1395081584
1395081584,7843839199
1395081584,1395081586
1395081586,1395081584
1395081586,6364998717
6364998717,1395081586
6364998717,6364998716
6364998716,6364998717
6364998716,1395081591
1395081591,6364998716
1395081591,6364998715
6364998715,1395081591
6364998715,1395081590
1395081590,6364998715
2475749005,6367936095
6367936095,2475749005
6367936095,1395084546
1395084546,6367936095
6287504439,1395093435
1395093435,6287504439
1395093435,6353429141
6353429141,1395093435
6353429141,6353429140
6353429140,6353429141
6353429140,612932080
612932080,6353429140
612932080,1395093441
1395093441,612932080
1395093441,6899509698
6899509698,1395093441
6899509698,6583000978
6583000978,6899509698
6583000978,6583000979
6583000979,6583000978
6583000979,1395093414
1395093414,6583000979
1395093414,6583000980
6583000980,1395093414
6583000980,6583000981
6583000981,6583000980
6583000981,612932073
612932073,6583000981
612932073,2491489621
2491489621,612932073
1395093409,5771203406
5771203406,1395093409
5771203406,2475749007
2475749007,5771203406
1398645759,1395093413
1395093413,1398645759
1395093413,1395093427
1395093427,1395093413
1395093427,1395093433
1395093433,1395093427
1395093433,1395093412
1395093412,1395093433
30986956,1395096269
1395096269,30986956
1395096269,6580796656
6580796656,1395096269
6580796656,6580796655
6580796655,6580796656
6580796655,6580796654
6580796654,6580796655
6580796654,1395096271
1395096271,6580796654
1395096271,6580796653
6580796653,1395096271
6580796653,9102126856
9102126856,6580796653
9102126856,1395096272
1395096272,9102126856
1395329920,6580808196
6580808196,1395329920
6580808196,6580808197
6580808197,6580808196
6580808197,6353429127
6353429127,6580808197
6353429127,1395329918
1395329918,6353429127
1395329918,6353429128
6353429128,1395329918
6353429128,6580808198
6580808198,6353429128
6580808198,1395329916
1395329916,6580808198
1395329916,6580808199
6580808199,1395329916
6580808199,6353429129
6353429129,6580808199
6353429129,6580808200
6580808200,6353429129
6580808200,1395329912
1395329912,6580808200
1395329912,6580808201
6580808201,1395329912
6580808201,1395329922
1395329922,6580808201
1395329922,6580808202
6580808202,1395329922
6580808202,1395329917
1395329917,6580808202
1395329917,6580808203
6580808203,1395329917
6580808203,6580808204
6580808204,6580808203
6580808204,1395329915
1395329915,6580808204
1395329915,6580808205
6580808205,1395329915
6580808205,1395329923
1395329923,6580808205
1395329923,6580808206
6580808206,1395329923
6580808206,6580808207
6580808207,6580808206
6580808207,290884376
290884376,6580808207
1395329914,6580915425
6580915425,1395329914
6580915425,6580915426
6580915426,6580915425
6580915426,6274729034
6274729034,6580915426
6274729034,6580915427
6580915427,6274729034
6580915427,6274729035
6274729035,6580915427
6274729035,6580915428
6580915428,6274729035
6580915428,6580915429
6580915429,6580915428
6580915429,6274729036
6274729036,6580915429
6274729036,6580915430
6580915430,6274729036
6580915430,5552396269
5552396269,6580915430
5552396269,6580915431
6580915431,5552396269
6580915431,6580915432
6580915432,6580915431
6580915432,6580915433
6580915433,6580915432
6580915433,1395329919
1395329919,6580915433
1395329919,6580915434
6580915434,1395329919
6580915434,612932084
612932084,6580915434
612932084,6580915435
6580915435,612932084
6580915435,6580915436
6580915436,6580915435
6580915436,1395329913
1395329913,6580915436
1395329913,6580915437
6580915437,1395329913
6580915437,6580915438
6580915438,6580915437
6580915438,1395329921
1395329921,6580915438
6370377947,1395808701
1395808701,6370377947
1395808701,1395808690
1395808690,1395808701
1395808690,6370195966
6370195966,1395808690
6370195966,6372329773
6372329773,6370195966
6372329773,6370195967
6370195967,6372329773
6370195967,1395808713
1395808713,6370195967
1395808713,6372329774
6372329774,1395808713
6372329774,6370195965
6370195965,6372329774
6370195965,1395808691
1395808691,6370195965
1395808691,1395808694
1395808694,1395808691
1395808694,1395808700
1395808700,1395808694
2475748989,1395808695
1395808695,2475748989
1395808695,1395808744
1395808744,1395808695
1395808744,1395808747
1395808747,1395808744
1395808747,6372329775
6372329775,1395808747
6372329775,1395808715
1395808715,6372329775
1395808715,1395808687
1395808687,1395808715
1395808687,1395808726
1395808726,1395808687
1395808726,6371977102
6371977102,1395808726
6371977102,1395808689
1395808689,6371977102
1395808689,6371977101
6371977101,1395808689
6371977101,1395808735
1395808735,6371977101
1395808735,1395808731
1395808731,1395808735
1395808731,6370195969
6370195969,1395808731
6370195969,1395808685
1395808685,6370195969
504962371,8584937280
8584937280,504962371
8584937280,6374867617
6374867617,8584937280
6374867617,280120817
280120817,6374867617
1556233783,1556233797
1556233797,1556233783
1556233797,1556233788
1556233788,1556233797
1556233788,1556233777
1556233777,1556233788
1556233777,1556233786
1556233786,1556233777
1556233786,1556233804
1556233804,1556233786
1556233804,1420048700
1420048700,1556233804
1420048700,1418962731
1418962731,1420048700
7829751474,540679775
540679775,7829751474
540679775,280120364
280120364,540679775
280120364,280120365
280120365,280120364
280120365,280120366
280120366,280120365
280120366,280120367
280120367,280120366
280120367,280120368
280120368,280120367
280120368,280120369
280120369,280120368
280120369,280120370
280120370,280120369
280120370,6364039313
6364039313,280120370
6364039313,280120371
280120371,6364039313
280120371,9317346038
9317346038,280120371
9317346038,280120372
280120372,9317346038
280120372,6364039312
6364039312,280120372
6364039312,6364039311
6364039311,6364039312
6364039311,1272979754
1272979754,6364039311
1272979754,1272979713
1272979713,1272979754
1272979713,280120373
280120373,1272979713
280120373,280120374
280120374,280120373
280120374,280120375
280120375,280120374
280120375,280120376
280120376,280120375
280120376,280120377
280120377,280120376
280120377,6364039310
6364039310,280120377
6364039310,280120378
280120378,6364039310
280120378,280120379
280120379,280120378
280120379,280120380
280120380,280120379
280120380,762565793
762565793,280120380
762565793,1418962731
1418962731,762565793
1418962731,920327942
920327942,1418962731
920327942,2475660509
2475660509,920327942
2475660509,1556236085
1556236085,2475660509
1556236085,6372359585
6372359585,1556236085
6372359585,762565790
762565790,6372359585
762565790,762565787
762565787,762565790
762565787,6372350784
6372350784,762565787
6372350784,6372350783
